instance,source,local,sha256,present,portable_candidate_local,portable_candidate_sha256,input_binding
django__django-11797,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-11797/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-11797/trajectory.json,03def5629e6d9504a84ef683db51c9b53d8489ac4012ef1ea6315e72dd5a82eb,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-11797/trajectory.json,e17ef8ae209c9ad12d0090cbac6ef17d5db24e6d481aee0b4328f0a1848c8119,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-11848,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-11848/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-11848/trajectory.json,63b202cbc91172a16fbe6cc98df36a9c6c7d4ae87671e3b96db9ef110af64ce3,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-11848/trajectory.json,3a06977aa24362dde6044304e0c1ce766eb1fca2719bc10f98a7eaafe04d9160,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-11880,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-11880/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-11880/trajectory.json,227fde03e67ffb47a3f82954c46d2ef130bf81cd467c2b65781852ef18187efc,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-11880/trajectory.json,561cbac2a03dfb386eed577e30814584963a5f63c78bf5939e93ab7b48214570,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-11885,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-11885/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-11885/trajectory.json,3ef1144f929edb29d3aa5c25ceb7a925d191a51ce575d4243e2e7d26a4d84298,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-11885/trajectory.json,571199d1105dbcc7c6f9c10fc7fcc3d3adde2db532e7e6f4bc7bc4b101d065f9,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-11910,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-11910/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-11910/trajectory.json,f8a98ec5de793000d9919a166d430600e89e4fb9f83dc48c277b3001a67d10e2,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-11910/trajectory.json,ba384324db0669e14bb08b2741945e06655886245504db120ec3f1dbff2ed426,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-11951,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-11951/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-11951/trajectory.json,8a88d090f1cd2190ce94ea06b09cc9dcb4b7220a4b1db42938803ebf177d518b,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-11951/trajectory.json,35eed1f9808d09ea67fb04b884935afafde23e3a63714663b132cc2a35f677a8,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-11964,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-11964/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-11964/trajectory.json,59bdb59949e1ec651462a23a90fb3bec4ecf2ef1eec0d70e79bd28353976db03,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-11964/trajectory.json,8def36ff16c323df86db961de1866b4e80fea714c3b07852ef0f95fb6e61d707,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-11999,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-11999/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-11999/trajectory.json,38d7873adb50c12eebaf62321445758a27a1f16e7b8a36fa773dfb1cbcc9ddc9,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-11999/trajectory.json,f4dc9d1897cf0d83880f883d0833407b1283a47085640e8c7f2d7effc6856efc,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-12113,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12113/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12113/trajectory.json,464a7acbc060819f3e47d989fc5e2a6a839184ddcd71300bb01fc591470d55e7,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-12113/trajectory.json,f96467fec4bda356a01c3220eb25ca4530458e8b9a00cc77949d384ac819050d,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-12143,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12143/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12143/trajectory.json,6a0867c4d964480df8d4e5e8f46c6b24cee239fc36861ba34a0fe43057dc72ea,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-12143/trajectory.json,8f7cdf16faba93e766c8cb55b08c357ebc77da016887ce303daeed6c7c50380b,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-12155,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12155/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12155/trajectory.json,2a25c49341dc9a402f0e4c03a6a8c26cf30e9741d2db94aa918de9f90f4a55a0,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-12155/trajectory.json,72c8a46b3f9ef7af4dd2fa24076e09661b9050b9bfed38516316016e8c33fdae,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-12184,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12184/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12184/trajectory.json,f4d08ec2f5350b0aa9ad7f2824bbd187f02364c830c27eade3433ac1e9d46072,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-12184/trajectory.json,4d102d91a24318198bd024b2497dd5b2ab86741c9bb773e787ec3db557f77287,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-12193,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12193/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12193/trajectory.json,8cc88d4f1a443a6c2ea63cae1d7cd16259ff48f6f85a759e95f074a3f33b8f30,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-12193/trajectory.json,1ffe90266a2f596b04e32049405f7f2c7ae51ac14fbb6b75ab84407d2087d1e4,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-12284,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12284/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12284/trajectory.json,f9852cb0a07443fe1bb23bd61bf8e024c6ed429ec102bdcd83971f9818ec4996,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-12284/trajectory.json,1d104b04edd3f1824f459337f7c533bf886330ff9d515e6619b6b636271f4fc0,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-12286,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12286/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12286/trajectory.json,bb2e75212825f78dcd27812d3e130216800847836c5d047fddba458c092f0f69,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-12286/trajectory.json,393bfff204a58dc93d021c5ae0ef76269765277568e0da79e4b33616ec1ac55a,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-12308,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12308/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12308/trajectory.json,f5955ec541ff5a07ff505adfeb6371abe60de623eb5d3182bc14db1c6a888b84,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-12308/trajectory.json,8e7dbcc39f165e9e454741e710523959a2a2044cd83db927e81fa0cb061e18a1,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-12453,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12453/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12453/trajectory.json,bc5a3451fdeb5a402227b8d0746f8fd6c5f6bbfd6570f5ebffac7f8838cfec0c,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-12453/trajectory.json,f5ce15bf293edefb297f24271c5851ad937299bc5733b281cc90f37084e61556,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-12470,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12470/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12470/trajectory.json,cab11ab147c074b163aa499a0ae7359624b8edd4e3c1d0d1410b25ebcf653f07,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-12470/trajectory.json,49bbb47ceac2249c3e722735a6b4746884182249067024364e7250e581b70881,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-12497,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12497/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12497/trajectory.json,810f5eb55f45822c25f1d0050e44432a54a4261467ed2d296469a3f3c8cfc3cd,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-12497/trajectory.json,5f9f9789910f118cd2db57aa96e4c52d82d52dc9ff11da6c94dbf9d3c9542882,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-12700,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12700/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12700/trajectory.json,baded8847ab5e704817a3ea793e284748b81f19a689d0e1bc91f9bb5c6a2565c,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-12700/trajectory.json,49ae8e3c349e92c005684213e26451539f28a5cc8f9fbc9734c1d6b1d2be919e,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-12747,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12747/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12747/trajectory.json,4b99bb3f65cf8340b08695c57977f36accf7b5c4e6348ee2c3872dfbe67885be,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-12747/trajectory.json,147763277524f732acdc5fd620baea28b6479ee7dcf9ee26635fdfa2dbafe141,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-12856,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12856/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12856/trajectory.json,f681684060301b5b7730f4567e44a2a920c4717a40281c439d77205b96bff465,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-12856/trajectory.json,4718fa42f8c20bd4a9467b31793b9f5865d6361d234eda8475373149d855f5d1,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-12908,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12908/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12908/trajectory.json,41fbd8be39dddfda0617144837e7f5c6dbc91e6821e034dfc3a0039a9dc4e4fd,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-12908/trajectory.json,f0b4fd0ca4d4a6d85461a0db0db835957e1c6435fad7930963cc945699564775,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-12915,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12915/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12915/trajectory.json,c376def5f2f2f2db1dad48bc72d88809e9e5641b29f0e36c5b2e8a29884bf01c,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-12915/trajectory.json,6f9ca2e51a2c792e36f434680bd9306ba902e0378d4d68c8b5918f6f42c83ff9,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-12983,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12983/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-12983/trajectory.json,2d00f1dec49f72d48a27ac46854fad0c1d39e6b7f41379f9de149bdec0e66a2d,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-12983/trajectory.json,1cc7f980cc05852ccb38191b044cbe5ff76450c4ddbe394eb5604a34111b2931,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-13028,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13028/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13028/trajectory.json,ba039c207b05e72550ae655c0378f6ce520ef8c4d743b65e50319c5acd3069fc,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-13028/trajectory.json,8d40f1b1a3d70d6023c404d7eec0dc2bd996056c092d603ebef26c8922b82e5f,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-13158,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13158/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13158/trajectory.json,334d4abdd1f786cf9fe7a291aa5edc6a75ae76030604f346af84aaaf7d6af680,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-13158/trajectory.json,5b511cadc243ef47492f866b498becad407433b316d56ddcf31b80b18d2bf589,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-13220,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13220/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13220/trajectory.json,668853d90e6af85c55494ebc78e41dcf8896ec004c8bebc2679d7747b411b7ca,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-13220/trajectory.json,a5a2051ba7ddf65331b73a3f785b86a8d1f5b73d5f9d0c67edb2945127ec69e5,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-13230,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13230/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13230/trajectory.json,8a7d0b6293ab882dc74ac3432a3d5012974b95a54def60d8fa187d143535b5d2,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-13230/trajectory.json,420b7a17ac148135eedcd4586d66a8b32bb25f65032042d46a46982ff4b02c17,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-13265,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13265/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13265/trajectory.json,1ac7af291bf9def803252e6cde38d04745efcaf8f1a61603de8de19ca235fa52,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-13265/trajectory.json,6fd84a61a394f0c9ba53faf8386bc7c37cdc516f7bc1667d3d4e66247bfe817b,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-13315,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13315/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13315/trajectory.json,98c99d71147b3cf61d09e3cb42c79e729b4d1359dd992dcdc14b045517ddc5db,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-13315/trajectory.json,af28a7c4ffa1b86f3b4ff01521c16600d826d3e079c9986778fec35fdd9308d6,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-13321,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13321/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13321/trajectory.json,9af3ee7180e41499c1ea40c68aee854bada26c3321c3ab04db13223ded021a97,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-13321/trajectory.json,22b06b0820edabb10e02ed3db6ef4205817c870430043349f9e581e58fc04b7e,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-13447,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13447/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13447/trajectory.json,faf1c5d4acf70d165d5f5ac51721ce257ebe5099d3f17f47340a00e61f7ba977,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-13447/trajectory.json,32a29406ae491a97d57a6951db4e42d57a031a06f27d1be7f0e2c38a8b22896c,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-13551,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13551/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13551/trajectory.json,2655649aece90c165d112665a8b817a590db6507f14441633187eb73421e83e1,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-13551/trajectory.json,c1af7bcd8cd585d5e8ed0176b7d06e197dd065257d6e6ffe638db9fdb1f53eb2,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-13590,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13590/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13590/trajectory.json,633eb6131ef188dbca63ffb52c9d65e0dae7875ff658f7188182e3315eb9b120,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-13590/trajectory.json,4dadd049f5b9d748c0c158a3f1bb1a101ba64c82ee7c773cc7795ac687b7d8ed,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-13658,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13658/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13658/trajectory.json,71077fdf55093d8043b5f46b026570fd2c4f1e24b65222d5d77b6fcfea59ef84,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-13658/trajectory.json,c65e0f9e901ca140df00a6c38740c2bad315fc88313098cd4738a31972903418,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-13660,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13660/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13660/trajectory.json,bd97cb85321ef0a3803a645d54e20bc5f12283714552fd0e7f03b1aa137684ec,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-13660/trajectory.json,8b3689ab6312e352a99bf13506cc0ddb1e9a090d5ad64d990f42cf2b497e024e,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-13710,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13710/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13710/trajectory.json,8e8e8474065dc97537f9a25d3572387f16455ff1407baf54dee19b6222261ddf,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-13710/trajectory.json,bbb3180eec31572f6808d611ab19cbf81a6997f956708f410713355b37c37a09,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-13768,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13768/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13768/trajectory.json,49f214c64374d4b6737a819e8b08c80a04d8fa6d09aa9d1fc8827ea2568b24d6,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-13768/trajectory.json,a8297924cd3719cb00e1ac3021242313ddb54175cd29ad66e120d9cc92032b1f,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-13933,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13933/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13933/trajectory.json,efa706e72860706a631c5ca6fbd13a6bb8bc2aada035972c8b7a2f71c4ac2171,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-13933/trajectory.json,e86f107ba024fa8cc5182afd65ea3cf06f7aa6528a9e2fc2954a9d93f9ab8240,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-13964,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13964/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-13964/trajectory.json,d6a992514c5dd97c423dc23b4ad0b9e14d28a8e0b0528011ec464ef42168ff73,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-13964/trajectory.json,56565571afc36e2e7272aa2a5ce163867596f9c8ba0fd15bcfd8a0d995eeb050,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-14016,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14016/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14016/trajectory.json,0941828ff61acde07ecd741975a442d434110af641e6e678b6708e1aab0d8744,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-14016/trajectory.json,44c2a4e825acc560843b2bd95bf81d1655346b7833ffa9c94039119ff1515dc5,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-14017,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14017/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14017/trajectory.json,43a7d80a5d1cdd6fe77d74278026f2d851b5d068daca0185eee81341ff912c8c,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-14017/trajectory.json,e11547e3f8d98e51fbe9ef8fd147f4edbe33dc0d4c46d61041c74e827183bee1,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-14155,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14155/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14155/trajectory.json,39d99dba117083282e438e6374afe57fd8ef6311cc2385d6e5e320e8990dcf07,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-14155/trajectory.json,dc067a6c62323a368239027a8fac395726fc79fce37f4b41977658acc46ed065,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-14238,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14238/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14238/trajectory.json,0e02231b697a1f672a49e4761495c14a7d2be1abc5aba7de45f752c18215f99f,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-14238/trajectory.json,c7ecb081dd18f7ccc617a3687f844660cec175449d1e528b4404b7dac41ee609,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-14382,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14382/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14382/trajectory.json,8e1cd0f5a519b2e8c57ec51e73857cd28e130a0755d6329ecb854ee60c04067c,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-14382/trajectory.json,67c709af93b54c926bd49781d53e4af54f4128be57e961d71a5f821c2762a987,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
django__django-14411,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14411/trajectory.json,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/qwen3-coder-30b-ms/django__django-14411/trajectory.json,2f3aa54a8624ee0631f5d70b8590d6cfe489e36a2aa82453ee9a64e9cd0c2ac1,True,traces/supplement/79-20260920/spr_payload/det_traces/ms/django__django-14411/trajectory.json,ac875996b6fd47b37cf78d615a4d2d5ba3dc7edb347d94f45af8cad582c8eff6,Current ms snapshot matches real-run driver default path; historical per-run input hash unavailable; old portable snapshot also retained
